0.241581 -9.572886
0.241581 -8.615597
0.241581 -7.658309
0.241581 -6.701020
0.241581 -5.743731
0.241581 -4.786443
0.241581 -3.829154
0.241581 -2.871866
0.241581 -1.914577
0.241581 -0.957289
0.241581 0.000000
0.241581 0.957289
0.241581 1.914577
0.241581 2.871866
0.241581 3.829154
0.241581 4.786443
0.241581 5.743731
0.241581 6.701020
0.241581 7.658309
0.241581 8.615597
0.241581 9.572886
0.241581 10.530174
0.241581 11.487463
0.241581 12.444751
0.241581 13.402040
0.241581 14.359329
0.241581 15.316617
0.241581 16.273906
0.241581 17.231194


0.483161 -9.572886
0.483161 -8.615597
0.483161 -7.658309
0.483161 -6.701020
0.483161 -5.743731
0.483161 -4.786443
0.483161 -3.829154
0.483161 -2.871866
0.483161 -1.914577
0.483161 -0.957289
0.483161 0.000000
0.483161 0.957289
0.483161 1.914577
0.483161 2.871866
0.483161 3.829154
0.483161 4.786443
0.483161 5.743731
0.483161 6.701020
0.483161 7.658309
0.483161 8.615597
0.483161 9.572886
0.483161 10.530174
0.483161 11.487463
0.483161 12.444751
0.483161 13.402040
0.483161 14.359329
0.483161 15.316617
0.483161 16.273906
0.483161 17.231194


0.622638 -9.572886
0.622638 -8.615597
0.622638 -7.658309
0.622638 -6.701020
0.622638 -5.743731
0.622638 -4.786443
0.622638 -3.829154
0.622638 -2.871866
0.622638 -1.914577
0.622638 -0.957289
0.622638 0.000000
0.622638 0.957289
0.622638 1.914577
0.622638 2.871866
0.622638 3.829154
0.622638 4.786443
0.622638 5.743731
0.622638 6.701020
0.622638 7.658309
0.622638 8.615597
0.622638 9.572886
0.622638 10.530174
0.622638 11.487463
0.622638 12.444751
0.622638 13.402040
0.622638 14.359329
0.622638 15.316617
0.622638 16.273906
0.622638 17.231194


